,col_name,confidence_level
4628,+ZeYkoxDEqs+1U1iSZ96zqO2b9SOj12RndgAEtM4Lue6XUi8O3bMmsleEz13eKi6rMX7NTcQM1Q3rYwm4g79WAxETGEkxWG,0.17467652495378927
4629,+Zhb+21qK5XG3sk2CUYE,0.17467652495378927
4630,+b0uk0VK,0.17467652495378927
4631,+bauzQt5tzxoUHzTZqPPiXgo4lIhz+9lyStV42+Nj96NCKLeA6BNizhcpozB2Q8+662GLL5GIKnb6p7JOY5KVWwmYqtn,0.17467652495378927
4632,+brnTMlcrVZ6gOcyqQBmo3QvYoepUcMeoLZkFoIf2qBwDZ+H15+il,0.17467652495378927
4633,+cmUSxD61TA6KhzjgTrhPaNdIDVNG,0.17467652495378927
4634,+crGbkQf4JW8FNn3GmlZLsaO1qzKINTG4Zhoey9U6TijQ+iDCbfxFH8ZB6L2UuM0NdwornPOfUvaU2rgScqq1TeAmvTz7+OzPzQr6V1Cfdw,0.17467652495378927
4635,+cyWcD8PwCwtRL1XeHtXhpBcR3edq5HdJ0tZVeL8WCk+niuERN1bMciC0l35qBLC0qMhNUnoA32tAn0WvrW1cp5SnX9MIMrk+TKx6jkI5KSEmELytR,0.17467652495378927
4636,+dXkLyoT+TjLvXErPTWjkSDAwoJs6U,0.17467652495378927
4638,+f3M35DPWSAj50Uzl0ol6gpUz66GBVOzM9nlfheP92L36MS3ux+eWqatlB+2Gwndzh89m6ilt,0.17467652495378927
4639,+fDeB+xsBoKHrbtHQnI9dTmvD2ouhlvcF,0.17467652495378927
4640,+gYEeGMDi+ZRHjV4Ae9IdIhv+s2cW+tMEJMMd,0.17467652495378927
4642,+j,0.17467652495378927
4643,+lesPnPxpSHFhjuoSUKHoSM572U15sOILoj6vAFjwUJDy0lOHebRwNDB5ZTMr2mnBoGeTY4cFG7e2nv5DJ19obEvctrExSOfst8frOmv0slYoiMasn8kCK671+srZemP2sdKq41qC7BOA0htWol9Hxbh+crLucauGYb,0.17467652495378927
4645,+o7uctsdcbp5aP+pHgeXQEKtIOV,0.17467652495378927
4646,+oECRonm+JKo6aMzROyH3Tx7bynvlCTOaAdVsS,0.17467652495378927
4647,+oKneH3s3vtpfNTF0+ybzsqWsA0y7tc0vpcAbtFNh+jE75ORCseKDLvR4KaVojSUW1zX0vKbyWOiPAu1jaSSvIggkACpGj4ijAq8CmquSms4WmCHuiebNYQEgwPPqK3HbEBujrLiZ9uNtyhuUrPwBk3MSkj8YTQwWptVh+L1cVzLXytJhvRGLD77,0.17467652495378927
4648,+ox8gErXAj8GSeJy01is+vlCp7kzyjNKTVwwn8gYPiT6AnnBYPI17QypY,0.17467652495378927
4649,+pwORmSTuDeHCqCE9,0.17467652495378927
4650,+qepIjQPGleYyPr3laS3p+CpeTw1VTqPMobIwPWqC+qK9Lzq4yhx2,0.17467652495378927
4651,+qhnerSCdfBpnfFWg5MluRmrfzajeFr+UV2d3gAShZfal9tyy47GUDznmXZWvE9YmPeaHsqK+SS3SF2ptlL2pZPO01nIBsPTLQPAceVCmc45sD4FL7ArW378amZTDlQuDlocZIU4LHujRs8WmtXMlx4k+H4piJyDVb46st7Rt,0.17467652495378927
4652,+rGELo72GEEMpxJz3YvcOdO+v3WlOCCLt8TiNndj4VGnakyhmcId,0.17467652495378927
4653,+rK,0.17467652495378927
4654,+rh16q3KPn6TFS,0.17467652495378927
4655,+rmPQyOZ9C19mHyLcV,0.17467652495378927
4656,+tAt4,0.17467652495378927
4658,+vnPiEoxFY7DLYwgZU9JaJDwivo3+a9PG1k12kX0tSsvMBYH8hNWiw9qhLuTNeRF9o955zO1g5rTIvpALYjPOJjb6xgOApgXrjp9X3PdOdPgwRp5tyQxF,0.17467652495378927
4659,+wdBX+6IhOsZkHkGCJMbxYqpiqQIAQQMIPN4Ugp,0.17467652495378927
4660,+xc24Fa9OJr1FoSr0jp7wjiY5qgyG4GAllixDyFMJMS6C,0.17467652495378927
4661,+zLbHkhPqZiGZUhpydgHKusAD9Y+c+948FgQswPWlDqsNmdq5fA2SaHZ7lA1DLly8+EKuCjxmulI7giGTSu0MShl,0.17467652495378927
4680,0-0-1-north-america-shields-index-small-2.shieldindex,0.1746664356264079
4681,0-0-1-north-america-shields-small-3.shieldpack,0.1746664356264079
4700,015IAb,0.17467652495378927
4703,01EPUIO+X,0.17467652495378927
4706,01ekmdfS4j7Y+pRl70fD,0.17467652495378927
4714,02p6PlSrei1nesRhx15DWBb,0.17467652495378927
4721,03I8f0qm6fE1p5quQQMzYzW2+1y0,0.17467652495378927
4722,03T2Y0SPW5OL2j,0.17467652495378927
4729,04NRMAG9UKOaTJS4j48Y1J2yMc+FJ46F9CXPiueT3NDxraRo7ZMJi8,0.17467652495378927
4734,05CEEe8J,0.17467652495378927
4747,096AW1iD5KToqA3lcpyOtz,0.17467652495378927
4748,09K2UidSSVVyPwD8ypHvqX7unm69qCf2R1T0F5t3POPSFss0bYEEc5SFeqnetNRk0Tc98pajXPGq9VWnZvDnuiWLL,0.17467652495378927
4749,09LbpkSTUjoFA0ldIy4wGDx4fUi5ySt1C0jmh,0.17467652495378927
4752,0C2PZbhGvbuu3456dCPDht955VNgS9hvgVXEq+qRK,0.17467652495378927
4753,0CCg7mGZWfhBHvU3w4476NSu+0rs6wyLox5HY3R7A3Pd4PoG1yL2YwA8dpgXaWG+MlmJzXS8eD4YtHiSx8poE,0.17467652495378927
4754,0CrUZ7CtVb5kLEp3oBUF,0.17467652495378927
4756,0DDcgGAqEl1TwYeyrcBzu8i4Aa8SF,0.17467652495378927
4758,0Dz1oWu5,0.17467652495378927
4759,0EYq1huu2YxHVLBh,0.17467652495378927
4760,0F,0.17467652495378927
4761,0FWyuWIauLNrQD9CjPXr2uQL8XCZYo,0.17467652495378927
4762,0FZc3Qw,0.17467652495378927
4763,0H1UaMg6oVQMTkyTmv1vhPEOTqcEevJPlaFFj1i3aSK4tIol2Vzwo9p3ImfWa8Hq7j4zuoDjt53ISBChEgmzgJrjiB4lEdtnWCDrYuu9oqxU8wFkyFfKlOyrgWBtAjOT,0.17467652495378927
4764,0HDw6JjY67AWP6vSJbA4mxks8yXlBdtso3gQAUW06U7Ddm9+e5lFoWdKIv43eS7d3Tdst+tfJQBEjz,0.17467652495378927
4765,0I,0.17467652495378927
4766,0Iyski6TU0Umrup8nzvazOHXUttc+RuIWhgkPAJCABCPCiPZBxwACn7a,0.17467652495378927
4769,0KYD4n,0.17467652495378927
4770,0La2XYGx+7v4UuGTDfNE3hEzHRPyKqf2FoYaXI7nUJUD6mQ3c+nDMErgDwbw0gULm90jKn6lbgy0BlY5MOrdnaDrJ1ANx8UD,0.17467652495378927
4772,0Mj,0.17467652495378927
4775,0OP5ZUrSha1togPYU26gomwXAXLeAxT001ZAxVSQ4ak7J9SeHZzVWEowYfYVUCLCYy9Bj98EPOAYp9FDnLtQw3i5oZmvghx0EHBJmgjiW+SgJ85FnwIKEBg,0.17467652495378927
4776,0OXzEq0+xJIEymEFPWoqIIwDDgn44Zf7ys+0VVHybaW9gzljTrIQvoc0iusDhNOMqjVp+LzxGl3renJ4pYp7osLPuvsD7o4H9hFLitAQVx4M4AcR0fB,0.17467652495378927
4777,0OxQoOTqJJfUw8x8VVymcMGtOetL0o1nffCb9+xHmP3zRR5vvLZwZIZ6fVy8W4xTBrGpUC5de6IgoivqD,0.17467652495378927
4778,0P1a2gG2iLJakRXC+u0x177MU+R0bjwLLrSg6n7m0viQmyHobH9DJz0+DR2s4JZ7woZhd5ooJfC,0.17467652495378927
4779,0PIklg3WyX39UPbEeqmtbew57rjmD045rc+XBDpabCqhUlS7rAxGDa77jnlQIeF58euwVN1ls+u74C,0.17467652495378927
4781,0Q08UcDr3OcoY3pSQA4uhDLdjefy,0.17467652495378927
4782,0R6Lg0mcxwhP72+gKml8HvFGjt4yyMHQUsEHPxxFllY2z807fTh4aDWvef9aNFGaojKxRSdVyBURJMClvLaTKCxC2FjtZ5IB+RKYDp1KjpxqHknJUT,0.17467652495378927
4783,0SBGcTnnGjTbzpNU17MM837Q6NWKxlT5361LiKcEmsHzdjYQaI+twWB212cqshaO2kGxel0VnDMkBs5OM21Hj9S,0.17467652495378927
4784,0TgqWDj15Sy6D6wMxU04kEYQClsAgiz0vBV7sfDDNcdB6D3tRdpo5TxNG49PKeRTyYavhWYNz+yhXTLgp7Xok1GuP,0.17467652495378927
4785,0TgraT88mAyFuG9QaLPJAoqNnjjm8v9n9OP2ZiQUvP3jaPulb1qXx0ejURiC26xaQrNHa834sNlNNTfAgDxxx0EBKkOkO6LW5k,0.17467652495378927
4787,0V0BsjHIwDZuWS,0.17467652495378927
4789,0W7Qtx7I4qh9luogLrXG4wD5E0lvI1daZ,0.17467652495378927
4790,0X+ikkxvHOZsuxDVschhMH,0.17467652495378927
4791,0XicVdLW2Fn,0.17467652495378927
4792,0Xm75hW11UeyiZg56u2tjVRX,0.17467652495378927
4793,0YukNN7UiIyiCBN3lMGjzsSwY+LFog0MxqAEhdxQZCeorBhRYEGOiklF+VDoWpc3HOVpku829oz,0.17467652495378927
4794,0Z0oKoppyXG3bV9VZjj4CNBnC3oP9Tz4g2wOmNHnBTT5,0.17467652495378927
4795,0Zfv9p,0.17467652495378927
4806,0ajQ5aHy,0.17467652495378927
4807,0awZb2XL83a9YMZgncRh2iL1GMivpjsPON1+cgKxWzPBcwDfIsz3uLLcoYJtMMwN44JaExKISmsbIrOMX2+bqzbvSxSynTn+dExd6EHjU+M+YG,0.17467652495378927
4809,0bYnmAxeAes5ENQFEVgG1vOlebxZi7m7Z+jJoSF+1upfGop2+yP1hgDJebXDuYar32OQIkUBz5Aa0eBoOUlPsPAtxeHhQfzGAiEW8ezbyr+fNC2QY69Sz2mYJspagO40qm1XPd,0.17467652495378927
4816,0d5azlQr7JrhhPosf5cEX9uYvB+KJUCfTJB2vmtbKOn343YoGmeno6XxQRaWSHQHMMsOYPiN7X,0.17467652495378927
4818,0d9IcGCrEEtY6fS4UhrX6yle4Y9ip+V8690xVprINF6CJTUmhToH95G3mI5cuFuXkBCU2AAsc2CB7oQpJM1k3RRXhQtOxaC5VMWvbDmsaO5Be,0.17467652495378927
4820,0e4Atm1vkz,0.17467652495378927
4822,0ePbZEkAixH+unzNIQCkbt,0.17467652495378927
4823,0eQ2yJMERRsfOFbuAkN+q4p2XX2pdo9a7Sd5Nwut,0.17467652495378927
4829,0gXuj,0.17467652495378927
4830,0h0KaSGxabrDEnExZXokFl0NI2wCqK8jEnjAqS8T5BLF,0.17467652495378927
4831,0h4dTnwE5+UCe9jVSKQ10,0.17467652495378927
4833,0hZsS5O1P6do+QTGQjYK,0.17467652495378927
4834,0horzAIby+q1A6ocPY+T6Jq,0.17467652495378927
4835,0i5PLoTu8tAO6240WG4puinBS1llZ6fbvRACyGqFR4DRwvxXcWtPro,0.17467652495378927
4837,0ka7r8ZIeBtVdR2hwpLFBueFO5+D8VKo6yC8gDIOB89Vs9Eg80I8d1NI1JUN,0.17467652495378927
4838,0kyYoLVD8R4NxnixXCMjowADzTQpWu0w3,0.17467652495378927
4839,0lEbah1C8,0.17467652495378927
4840,0lI1gTpZ2GLJB98dB,0.17467652495378927
4842,0oo0apOfpLR6twOcDs+IDJ1NxcFlLMCLgMNjy9VHTMjapdkJvC6z+tPEUvxOijUYWjTlBj+5T26dQCdVsglyN8ChLoQ+7VMfKB,0.17467652495378927
4845,0qQvp4Exel0EHpDDf92CGFd7xb6Pp8hDA,0.17467652495378927
4849,0srNm8jlvPQb2letESJAMs,0.17467652495378927
4850,0syPHo0thX1IXimVGnHPVFniscR06F+uPOBfUuViavN5,0.17467652495378927
4853,0twX2qpDXPOjTabYxX6KA9mdDglPhGjQzheV1nhnreOEhGFggmwLI2lco4wz9MxuKowFV7coVZRFmkM4oZjtaZMYgarjc63rN67XQXb,0.17467652495378927
4854,0uml25,0.17467652495378927
4856,0wHvV0WSg97ZgzfGT15h7XoGjjXO0bTGCtzXo+fcfEo,0.17467652495378927
4861,0xzsM8GZvamRQn75xKZWIQ7EcZQEkuunwJJ8G4ae8CQD9gXoRMj58uSC+3NfXsVoGhPappRn7ElDmu7algm+5S,0.17467652495378927
4862,0y,0.17467652495378927
4864,0yolXTbuUSYzt4aEXnLBnI,0.17467652495378927
4865,0zPNjzFcHODdp0MNb3GmYZ27qOApEY9LrJsgrdj3sNg4nwxK3qIO04YGzsgKuMwRXic,0.17467652495378927
4868,1+DCmXhNdvJH43HhVm7OJ+JjJ+d9973Qes9ZNj,0.17467652495378927
4869,1+cPyO6ip,0.17467652495378927
4871,1-2-2-south-america-south-shields-index-small-2.shieldindex,0.1746664356264079
4872,1-2-2-south-america-south-shields-small-3.shieldpack,0.1746664356264079
4873,1-2-3-north-america-northwest-shields-index-small-3.shieldindex,0.17467652495378927
4874,1-2-3-north-america-northwest-shields-small-4.shieldpack,0.17467652495378927
4875,1.0.0.12H321,0.17456560641921146
4962,10AVR+t8dow4mCGe,0.17467652495378927
4963,10P4tNQdDEJGYTGXxqHNZwdmyoNN7,0.17467652495378927
5385,11HXAiyorzZuiqHFgsHRimgL+WCGOiAgbJzyiLhQnI1Wg,0.17467652495378927
5386,11OT,0.17467652495378927
5390,11s,0.17467652495378927
5391,11wsgtuHYRmTcrxOUSm9YogEaVDaPxletLJ,0.17467652495378927
5419,12H321,0.17333881192768255
5420,12Z3xirt5fHBPzfqtB25PK6lQAbUVu7tIiEwNCzu38m1cTu,0.17467652495378927
5457,13cITFJsYsxA5RgKnEEVQImQWRs3UOR1k8fA,0.17467652495378927
5461,13sZ2PPI5scPAv6inh31Dd5qTai0ZcNkg8lHiZnvXAWhU3iVrqatUOt5M,0.17467652495378927
5464,140103WNM01_v2_r1_GSV.mp4,0.1745958429561201
5765,14MJk9te4YEeAtYuywCmYl9c0u,0.17467652495378927
5766,14mFFpCwLHi3romX,0.17467652495378927
5767,14q6,0.17467652495378927
5851,15Gfqp+xTLpGOQInqQ,0.17467652495378927
6082,17-10-5-berlin-custom-icons-2.iconpack,0.1746664356264079
6083,17-10-5-berlin-custom-icons-2@2x.iconpack,0.1746664356264079
6490,19urZp1xwu5+QfzlvB6g7kx5kLTGU+A6dl4M9VqjWIhwlQLbmxjtlhVEFn,0.17467652495378927
6491,1Agyp+lg8tG7,0.17467652495378927
6492,1Any4XLkA7O+uU22tJ6L7nY,0.17467652495378927
6499,1BchcZ3RqGS9Fb0nzNiPsenwt4JbT8VOmbM7JKGMV,0.17467652495378927
6500,1COjbebmwCBPq6ILbveSImo6gfjE5f,0.17467652495378927
6501,1CPKE8Wuc3Tp2Vnu003MzSlPUdWp57i1UDwq11tCGs5OOCMP79d7iiYNd+rqvFEBrKfETuEJzWw+YahbS9uRdeDBDAJJf,0.17467652495378927
6503,1Dcn1FfXfcsdLqhXdLPnCI51VmEHFeuaukfD3bNBWVx4bTltpkSzWvdjBLzK8UXpGapE7MLYEjx0pr41Al02yOVGDNzGE8ToHue5btr7WoKfMBdnSulUbc3y,0.17467652495378927
6506,1F4REXd6h2OcO6M7RH0tI4rNhUuw1K8D8b5QI1gqj6c1zvATgTJu4flKl6KpvOpSsNuGG6w82kfFOCKg,0.17467652495378927
6507,1FwB,0.17467652495378927
6508,1FwJw5RlIYW1og28AFncJXpTKwypk77QkGNHiYKLLI3kjb,0.17467652495378927
6510,1H+WXpgTtabGkua4,0.17467652495378927
6513,1HYcA0HIEDaSq12JvR9IUh7GVX54+Ttc0kpCRXvqTFT8vraLpOSIL3W5ywSZAcko5apWG9YSFE1yiuB0Qb0bFSpSdBxH4AHcjnpDhO73ReJ768mk+E6yoFdjDkLnUOI16S5vAfXrQRB75Xn,0.17467652495378927
6514,1Hi9iab02teHTW7feKyFsaVw53d890J,0.17467652495378927
6515,1HkM07ln+H8SxTRutYSmubWS1mV1yCrbiQFhnw0hAHUbZ6GIe5nifHyOizBdIB4Yp0eN9yU4WSNW6WxQDodqUm2hs6IMkksEJj6A9piCBdNH,0.17467652495378927
6516,1IsIjJ,0.17467652495378927
6517,1Iu8dm4eBXTJXL520Ivxh,0.17467652495378927
6520,1JxTPX2n3VSdpWS3GRlcDlDF+cQ7zTT,0.17467652495378927
6522,1KSH5cv0AxvvSDJHvuvhR4pSZezOW5EFhToSBTz1hC1ZZAbdkF8utIB7bbaaY7Yf5o1,0.17467652495378927
6527,1LrxNNQJOiU+m+sVLkYLbrwMa9VpNb20UuOTKjHQrXhKzU8SfkxqswvNBBkGNQn0,0.17467652495378927
6531,1N3LTbrq56UC1OtR+qmdx9gozE+,0.17467652495378927
6532,1OjNUyz9VVFmIiWJJRM4diueVVt9iEMBbd52n13rVGMk3JSjIz8SFbPRjQCaILvKYkcKXVRtOZ4zG2z9iVPLRYTtqqpHoQQDpCXnOfrNm,0.17467652495378927
6533,1OrF5yCExLrUAYVewIfgVVDWksUHKs,0.17467652495378927
6536,1Qh65cDBBy7WD3,0.17467652495378927
6538,1R6+7DDELsn9ycANXFeLel3Jx2Ps,0.17467652495378927
6539,1RmVZ6tIrXhfDcR3iWLQpKaG1rUdGtlmzoCLYNb1k4+MwXjlmFn5WegjcSkDjjQh2chVhA5UiCCUs6QfoZ17XlaX79,0.17467652495378927
6540,1RoSHF,0.17467652495378927
6541,1SGKQTBpIgPANgaSZ1gFuwhXt3Rp0,0.17467652495378927
6543,1TGwVf2yT3EffWaS+MDffM3HJkmnjvR7k29jTv9mIQ81,0.17467652495378927
6544,1U8NqLpqwNvYfv7HizP,0.17467652495378927
6546,1WH0JiO0Cu5oZYehbT62woGUiA1,0.17467652495378927
6548,1WzTwUFrii9FkroINzbwi4e64cYj,0.17467652495378927
6549,1Xi34X8jm+Ei0TlHIuYPnOSMlUCc9eOOB1Tym4EGwf+RlR8kxxSko+bK2SMwnKALuK46YeiQTguJfoMyLw2rkdzgtZ4FyZUDXi6Lu,0.17467652495378927
6550,1Y,0.17467652495378927
6551,1YGQ9d80c86yquj7ZMZcYZkjoMmA7UIRxIHKyY1833gJbQNpnvKNstfe,0.17467652495378927
6552,1Z95bfhe2wr9wPnxxiDfmtAYGBicRMRWN,0.17467652495378927
6554,1ZLFtVTLGtEEBR8BFvrF+XenIVyzueqqXgazeahZRSgqxIeYr2WT6AeTke2WIZ7VC33fp5VnbGfNGTsAY4o7DHlYI,0.17467652495378927
6555,1ZuAmfgVf0tyFwouifICXta7Czkn29jTCT8s98wdD9TsRTvTkKUvm9OKTPfEDlma74Box09H1ajzQDTx6Fh,0.17467652495378927
6564,1a2u7UGPybfnIx4NVSThIsbF2ANc670RQtCe9JM3hd8zPqKt6LESY3arxO3LvjQ7vhA3qOsHkuhVeb5HNLPWgCvBXX2AsSwX0xAY2S16sihq8JSi8MX2EAFM1djrqoT0OV5C81GYwpxvYtNJzQx7iZwujser3tIaVkCmIkPIDCdwxi11+iGt70PdvB,0.17467652495378927
6575,1brKkY2k+8ScnkmFI,0.17467652495378927
6576,1bsVwfeBX8X3jVUhxrqLBR5aQLeideTwt6ld0oRh,0.17467652495378927
6581,1cRthPoDE9WYS6wDtT5L3mcwbD3U5hCh18SPaMPqklmAs9xsLU5jbJiLmbnrUCuReFOhRmDOxaEXJIF5Gtt367obuojxTZwOoMAJrJgvgRJzIIDeV,0.17467652495378927
6587,1ddPdZBqRDsSX0SRhewI2T,0.17467652495378927
6597,1enhv3+JnC9l3QcKY5VxKvqRF6UM5x2eyreMn3k1HJ6jkGo2g4,0.17467652495378927
6598,1erNAT65uRjAijuvaRncT1JJKmvys19pQGirQCargKme19ex7SG7MyL7eIZEhH+N1mXru1,0.17467652495378927
6599,1f7CA1l13n2r7p8zphKjLuSUOBzwYZyTqCXvQ27LFtb8ni7,0.17467652495378927
6600,1fBzB3uU28Pw6za5vs8S1AKGdiyFRy+j+ZM0FrfijkQSPklwoAv5oCX5kjdPWdCSitVvk21wF9XV8891QwT,0.17467652495378927
6601,1fV7hPq5Rb2Nle8XoMC,0.17467652495378927
6605,1gcb5FBqrvyJPW84KlycSXfQatQrAtPWAxw1a2BR0gUaQR6s0HmITErIMtDVKYHRqF26isvQdlpLD,0.17467652495378927
6606,1h+E3Kv1p7BnOqqzpYV09rUi2wTzn1c4oTXgUIbTMKE2Zila50FpS7PWl+JYLdDSU1csYXRfW8gMrmJMiNiTuUeJqEqB664D0Ia0M,0.17467652495378927
6611,1ik3BzCsOMXmzUcNgMeX9UKnlpVimKhsTwY,0.17467652495378927
6616,1k24S1ACWdYbd,0.17467652495378927
6619,1kQLFN+NmrsPEYA1uL7BKOZYuc2dowPkvF6VeiWbFbEtXcNNPt6b50Z2RnSY3oRKZKjBYVKfBC3t613ozGBAGrCvYZ+Xbn3CzapdOfldwMNx+K21mCMjOiKWo3TnWNnbrymNMCxArtzJ20qA25nOIeXbBwdBbLVfI,0.17467652495378927
6622,1lEJ0ffXarA09LlEp2Unz4dfgjYbS815SltUFRIu2iMxjW5y1HvLlos859ZdmBmkdS2cYxlUN5PQF1CHW8G1U2rF,0.17467652495378927
6627,1nAHSbLbWgRp7tuIjzZzn8G7f,0.17467652495378927
6628,1njZft34Bek+n,0.17467652495378927
6630,1oX+NPnwm5q0KhZsN03B2D+J0sdpapfW2GZ2U,0.17467652495378927
6636,1pj036tWb4qJnfKmnSR3ChrbMqA8zsmtai8VvnNmFBOymmCdqSzuujylv0vW7i8x9yPibpAwaby4gChIRonlJGyd55bRNp0cn34B4N0rj,0.17467652495378927
